313;SV012a;Le système n'a pas pu identifier votre numéro de compte d'expédition. Veuillez le corriger et réessayer
314;SV012b;Votre numéro de compte d'expédition ne peut pas être utilisé pour les expéditions en provenance de ce lieu. Veuillez choisir un autre compte.
315;SV012c;Votre numéro de compte d'expédition ne peut pas être utilisé pour les expéditions en provenance de ce lieu. Veuillez choisir un autre compte.
316;SV012d;Votre numéro de compte d'expédition ne peut pas être utilisé pour les expéditions en provenance de ce lieu. Veuillez choisir un autre compte.
317;SV012e;Votre numéro de compte d'expédition est identifié pour être supprimé. Il ne peut être utilisé pour les expéditions en provenance de cette zone. Veuillez entrer un autre compte et valider
318;SV012f;L'expédition n'a pas été programmée faute de crédit sur le compte d'expédition. Veuillez choisir un autre compte et valider.
319;SV013a;Le système n'a pas pu identifier votre numéro de compte d'expéditionVeuillez le corriger et valider
320;SV013b;Le système n'a pas pu identifier votre numéro de compte d'expédition. Veuillez le corriger et réessayer
321;SV013c;Le système n'a pas pu identifier votre numéro de compte d'expédition. Veuillez le corriger et réessayer
322;SV013d;Le système n'a pas pu identifier votre numéro de compte d'expédition. Veuillez le corriger et réessayer
323;SV014a;Le système n'a pas pu identifier votre compte de facturation. Veuillez corriger le numéro de compte et réessayer.
324;SV014b;Votre numéro de compte de facturation ne peut pas être utilisé pour les expéditions provenant de cette zone. Veuillez saisir un autre compte et valider .
325;SV014c;Votre numéro de compte de facturation ne peut pas être utilisé pour les expéditions provenant de cette zone. Veuillez entrer un autre compte et valider
326;SV014d;Votre numéro de compte de facturation ne peut pas être utilisé pour les expéditions provenant de cette zone. Veuillez entrer un autre compte et valider
327;SV014e;L'expédition n'a pas été programmée faute de crédit sur le compte de facturation. Veuillez choisir un autre compte.
328;SV015a;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
329;SV015b;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
330;SV015c;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
331;SV015d;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
332;SV016a;Le système n'a pas pu identifier votre numéro de compte droits et taxes Veuillez le corriger et valider
333;SV016b;Votre numéro de compte de facturation de taxes ne peut pas être utilisé pour les expéditions provenant de cette zone. Veuillez entrer un autre No de compte et valider
334;SV016c;Votre numéro compte droits et taxes ne peut pas être utilisé pour les expéditions provenant de cette zone. Veuillez entrer un autre compte et valider
335;SV016d;L'expédition n'a pas été programmée en raison du manque de crédit sur votre compte droits et taxes. Veuillez choisir un autre compte et valider
336;SV017a;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
337;SV017b;Le système n'a pas pu identifier votre numéro de compte de facturation. Veuillez le corriger et valider
338;SV017c;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
339;SV017d;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
340;SV018;Le système n'est pas en mesure de programmer les expéditions en ce moment. Veuillez soumettre votre demande ultérieurement.
341;SV019;Les droits de douane et taxes des expéditions vers cette ville dans l'adresse du destinataire ne peut pas être facturés à l'expéditeur. Veuillez changer l'option de paiement des droits et taxes et réessayez.
342;SV021;Les livraisons vers le pays destinataire ne peuvent être facturés au compte destinataire. Veuillez changer l'option de paiement et resoumettre
343;SV022;Votre numéro de compte de facturation est pour les livraisons internationales uniquement. Veuillez rectifier le compte ou la destination et valider
344;SV023a;Les droits de douane et taxes à la charge du pays destinataire doivent être facturé au destinataire. Veuillez corriger l'option de paiement des droits et taxes et valider
345;SV023b;Les droits de douane et taxes doivent être facturés aux destinataires dans la ville/le pays destinataire. Veuillez changer l'option de paiement droits et taxes et valider
346;SV024;Le pays de destination exige que les paiements des droits et taxes soient effectués par les destinataires.Veuillez choisir l'option de paiement des droits et taxes au destinataire
347;SV025a;"L'expédition n'est pas acceptée pour ""Transport Collect"" Frais d'expédition non déterminés. Veuillez contacter votre Service Clients"
348;SV025b;"L'expédition n'est pas acceptée pour ""Transport Collect"" Frais d'expédition non déterminés. Veuillez contacter votre Service Clients"
349;SV025c;"L'expédition n'est pas acceptée pour ""Transport Collect"" Frais d'expédition non déterminés. Veuillez contacter votre Service Clients"
350;SV026;La valeur assurée de votre expédition est supérieure à 110% de la valeur déclarée. Veuillez ajuster l'assurance ou la valeur déclarée et valider
351;SV027a;Votre date de l'expédition est déjà passée. Veuillez la changer la date et soumettre à nouveau.
352;SV027b;Les expéditions ne peuvent pas être programmées plus de dix jours à l'avance.Veuillez soumettre à nouveau votre demande avec une date d'expédition plus récente
353;SV028;Votre numéro de compte de facturation ne peut pas être utilisé pour les services Porte-à-Aéroport ou aéroport-à-aéroport. Veuillez sélectionner un autre service ou compte
354;SV029;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
355;SV029a;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
356;SV029b;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
357;SV029c;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
358;SV029d;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
359;SV029e;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
360;SV029f;Le système n'a pas pu identifier votre numéro de compte de facturation Veuillez le corriger et valider
361;SV030;La limite d'assurance n'est pas disponible pour votre pays.Veuillez contacter votre Service Clients
362;SV031;ATTENTION : Votre compte est de type Client Cash Veuillez contacter votre conseiller(ère) du Service Clients DHL
363;SV034a;"Désolé, notre système n'est pas en mesure d'attribuer des ""Piece ID"" à votre envoi pour le moment. Veuillez réessayer plus tard ou appeler notre Service Clients DHL."
364;SV034b;"Désolé, il n'y a pas de ""ID Piece"" suffisantes pour être affectés à votre envoi pour le moment. Veuillez réessayer plus tard ou appeler notre Service Clients DHL."
365;SV035;Nous ne sommes pas en mesure de desservir ce code postal. Pour obtenir de l'aide, veuillez contacter votre Service Clients DHL
366;SV036;Votre numéro de compte expéditeur ne peut pas être utilisé pour les expéditions en provenance des États-Unis. Veuillez choisir un autre compte ou appeler votre support technique.
367;SV037;Votre numéro de compte de facturation ne peut pas être utilisé pour les expéditions en provenance des États-Unis. Veuillez entrer un autre compte ou appeler votre support technique.
368;SV038;Votre numéro de compte de droits et taxes ne peut pas être utilisé pour les expéditions en provenance des États-Unis. Veuillez changer de compte ou appeler votre support technique.
369;SV039;Votre numéro de compte de facturation ne peut pas être utilisé. Veuillez entrer un autre compte ou appeler votre support technique.
370;SV040;Votre numéro de compte de droit et taxes ne peut pas être utilisé. Veuillez changer de compte ou appeler votre support technique.
371;SV041;Votre numéro de compte de facturation est pour la facturation internationale uniquement. Veuillez changer le compte ou la destination.
372;SV042;Les livraisons vers le pays de destination ne peuvent pas être facturés au destinataire. Changez l'option de paiement et réessayez.
373;SV044;La valeur assurée est supérieure à la valeur déclarée du colis. Veuillez corriger et soumettre à nouveau votre demande.
374;SV045;Pour cette destination, votre envoi peut prendre 1 ou 2 jours de plus pour être livré
375;SV046;Attention! Le nombre de vos colis, leurs dimensions ou leurs poids peuvent nécessiter un temps de livraison plus important ou un service sur mesure. Veuillez contacter votre Service Clients DHL
376;SV047;La taille de l'emballage ou le poids dépasse la limite autorisée pour le pays de destination. Pour obtenir de l'aide, veuillez appeler votre support technique.
377;SV048;Attention! La dimension ou le poids de votre colis dépasse la taille/poids autorisé. Cela peut nécessiter un temps de livraison plus important ou un service sur mesure. Veuillez contacter votre Service Clients DHL
378;SV049;"Votre envoi n'a pas été accepté. Le poids d'un ou plusieurs ""SED Line"" dépasse la limite. Pour obtenir de l'aide, veuillez appeler votre support technique."
379;SV050;Le code de produit n'est pas configuré pour le pays choisi. Veuillez contacter votre service technique DHL
380;SV051;POD n'est pas disponible pour les expéditions vers le pays de destination. Veuillez décocher l'option POD et réessayer.
