301;SV007;La taille de l'emballage ou le poids dépasse la limite autorisée pour le pays de destination.
302;SV007a;La taille de l'emballage ou le poids dépasse la limite autorisée pour le pays de destination.
303;SV007b;La taille ou le poids de votre envoi dépasse la limite autorisée pour le pays de destination
304;SV008;ATTENTION : Le nombre de colis, leurs dimensions ou leurs poids, peuvent nécessiter un traitement spécial ou demander un délai de livraison plus important.
305;SV009;ATTENTION : La valeur de votre envoi dépasse la limite autorisée pour le pays de destination et peut exiger une autorisation préalable et un délai de livraison plus important.
306;SV010a;Le système n'a pas pu déterminer le service correspondant à l'adresse expéditeur. Veuillez vérifier le code postal et la ville expéditeur et réessayer
307;SV010b;Le système n'a pas pu déterminer le service correspondant à l'adresse expéditeur. Veuillez vérifier le code postal et la ville expéditeur et réessayer
308;SV010c;Le système n'a pas pu déterminer le service correspondant à l'adresse expéditeur. Veuillez vérifier le code postal et la ville expéditeur et réessayer
309;SV010d;Attention - Itinéraire de livraison indisponible
310;SV011a;Code postal ou ville destinataire non trouvé. Veuillez corriger vos coordonnées et valider
311;SV011b;Le système n'a pas pu déterminer le service pour la destination. Veuillez vérifier le code postal destinataire et réessayer
312;SV011c;Le système n'a pas pu déterminer le service correspondant à la destination. Veuillez vérifier le code postal et le pays destinataire et réessayer
